354
# x y z
0.09	0.43	0
0.14	0.43	0
0.19	0.43	0
0.24	0.43	0
0.29	0.43	0
0.34	0.43	0
0.39	0.43	0
0.44	0.43	0
0.09	0.38	0
0.14	0.38	0
0.19	0.38	0
0.24	0.38	0
0.29	0.38	0
0.34	0.38	0
0.39	0.38	0
0.44	0.38	0
0.09	0.33	0
0.14	0.33	0
0.19	0.33	0
0.24	0.33	0
0.29	0.33	0
0.34	0.33	0
0.39	0.33	0
0.44	0.33	0
0.09	0.28	0
0.14	0.28	0
0.19	0.28	0
0.24	0.28	0
0.29	0.28	0
0.34	0.28	0
0.39	0.28	0
0.44	0.28	0
0.09	0.23	0
0.14	0.23	0
0.19	0.23	0
0.24	0.23	0
0.29	0.23	0
0.34	0.23	0
0.39	0.23	0
0.44	0.23	0
0.09	0.18	0
0.14	0.18	0
0.19	0.18	0
0.24	0.18	0
0.29	0.18	0
0.34	0.18	0
0.39	0.18	0
0.44	0.18	0
0.09	0.13	0
0.14	0.13	0
0.19	0.13	0
0.24	0.13	0
0.29	0.13	0
0.34	0.13	0
0.39	0.13	0
0.44	0.13	0
0.09	0.08	0
0.14	0.08	0
0.19	0.08	0
0.24	0.08	0
0.29	0.08	0
0.34	0.08	0
0.39	0.08	0
0.44	0.08	0
0.025	0.02	0.01
0.025	0.05	0.01
0.025	0.08	0.01
0.025	0.11	0.01
0.025	0.14	0.01
0.025	0.17	0.01
0.025	0.2	0.01
0.025	0.23	0.01
0.025	0.26	0.01
0.025	0.29	0.01
0.025	0.32	0.01
0.025	0.35	0.01
0.025	0.38	0.01
0.025	0.41	0.01
0.025	0.44	0.01
0.025	0.47	0.01
0.025	0.5	0.01
0.055	0.02	0.01
0.055	0.05	0.01
0.055	0.08	0.01
0.055	0.11	0.01
0.055	0.14	0.01
0.055	0.17	0.01
0.055	0.2	0.01
0.055	0.23	0.01
0.055	0.26	0.01
0.055	0.29	0.01
0.055	0.32	0.01
0.055	0.35	0.01
0.055	0.38	0.01
0.055	0.41	0.01
0.055	0.44	0.01
0.055	0.47	0.01
0.055	0.5	0.01
0.085	0.02	0.01
0.085	0.05	0.01
0.085	0.08	0.01
0.085	0.11	0.01
0.085	0.14	0.01
0.085	0.17	0.01
0.085	0.2	0.01
0.085	0.23	0.01
0.085	0.26	0.01
0.085	0.29	0.01
0.085	0.32	0.01
0.085	0.35	0.01
0.085	0.38	0.01
0.085	0.41	0.01
0.085	0.44	0.01
0.085	0.47	0.01
0.085	0.5	0.01
0.115	0.02	0.01
0.115	0.05	0.01
0.115	0.08	0.01
0.115	0.11	0.01
0.115	0.14	0.01
0.115	0.17	0.01
0.115	0.2	0.01
0.115	0.23	0.01
0.115	0.26	0.01
0.115	0.29	0.01
0.115	0.32	0.01
0.115	0.35	0.01
0.115	0.38	0.01
0.115	0.41	0.01
0.115	0.44	0.01
0.115	0.47	0.01
0.115	0.5	0.01
0.145	0.02	0.01
0.145	0.05	0.01
0.145	0.08	0.01
0.145	0.11	0.01
0.145	0.14	0.01
0.145	0.17	0.01
0.145	0.2	0.01
0.145	0.23	0.01
0.145	0.26	0.01
0.145	0.29	0.01
0.145	0.32	0.01
0.145	0.35	0.01
0.145	0.38	0.01
0.145	0.41	0.01
0.145	0.44	0.01
0.145	0.47	0.01
0.145	0.5	0.01
0.175	0.02	0.01
0.175	0.05	0.01
0.175	0.08	0.01
0.175	0.11	0.01
0.175	0.14	0.01
0.175	0.17	0.01
0.175	0.2	0.01
0.175	0.23	0.01
0.175	0.26	0.01
0.175	0.29	0.01
0.175	0.32	0.01
0.175	0.35	0.01
0.175	0.38	0.01
0.175	0.41	0.01
0.175	0.44	0.01
0.175	0.47	0.01
0.175	0.5	0.01
0.205	0.02	0.01
0.205	0.05	0.01
0.205	0.08	0.01
0.205	0.11	0.01
0.205	0.14	0.01
0.205	0.17	0.01
0.205	0.2	0.01
0.205	0.23	0.01
0.205	0.26	0.01
0.205	0.29	0.01
0.205	0.32	0.01
0.205	0.35	0.01
0.205	0.38	0.01
0.205	0.41	0.01
0.205	0.44	0.01
0.205	0.47	0.01
0.205	0.5	0.01
0.235	0.02	0.01
0.235	0.05	0.01
0.235	0.08	0.01
0.235	0.11	0.01
0.235	0.14	0.01
0.235	0.17	0.01
0.235	0.2	0.01
0.235	0.23	0.01
0.235	0.26	0.01
0.235	0.29	0.01
0.235	0.32	0.01
0.235	0.35	0.01
0.235	0.38	0.01
0.235	0.41	0.01
0.235	0.44	0.01
0.235	0.47	0.01
0.235	0.5	0.01
0.265	0.02	0.01
0.265	0.05	0.01
0.265	0.08	0.01
0.265	0.11	0.01
0.265	0.14	0.01
0.265	0.17	0.01
0.265	0.2	0.01
0.265	0.23	0.01
0.265	0.26	0.01
0.265	0.29	0.01
0.265	0.32	0.01
0.265	0.35	0.01
0.265	0.38	0.01
0.265	0.41	0.01
0.265	0.44	0.01
0.265	0.47	0.01
0.265	0.5	0.01
0.295	0.02	0.01
0.295	0.05	0.01
0.295	0.08	0.01
0.295	0.11	0.01
0.295	0.14	0.01
0.295	0.17	0.01
0.295	0.2	0.01
0.295	0.23	0.01
0.295	0.26	0.01
0.295	0.29	0.01
0.295	0.32	0.01
0.295	0.35	0.01
0.295	0.38	0.01
0.295	0.41	0.01
0.295	0.44	0.01
0.295	0.47	0.01
0.295	0.5	0.01
0.325	0.02	0.01
0.325	0.05	0.01
0.325	0.08	0.01
0.325	0.11	0.01
0.325	0.14	0.01
0.325	0.17	0.01
0.325	0.2	0.01
0.325	0.23	0.01
0.325	0.26	0.01
0.325	0.29	0.01
0.325	0.32	0.01
0.325	0.35	0.01
0.325	0.38	0.01
0.325	0.41	0.01
0.325	0.44	0.01
0.325	0.47	0.01
0.325	0.5	0.01
0.355	0.02	0.01
0.355	0.05	0.01
0.355	0.08	0.01
0.355	0.11	0.01
0.355	0.14	0.01
0.355	0.17	0.01
0.355	0.2	0.01
0.355	0.23	0.01
0.355	0.26	0.01
0.355	0.29	0.01
0.355	0.32	0.01
0.355	0.35	0.01
0.355	0.38	0.01
0.355	0.41	0.01
0.355	0.44	0.01
0.355	0.47	0.01
0.355	0.5	0.01
0.385	0.02	0.01
0.385	0.05	0.01
0.385	0.08	0.01
0.385	0.11	0.01
0.385	0.14	0.01
0.385	0.17	0.01
0.385	0.2	0.01
0.385	0.23	0.01
0.385	0.26	0.01
0.385	0.29	0.01
0.385	0.32	0.01
0.385	0.35	0.01
0.385	0.38	0.01
0.385	0.41	0.01
0.385	0.44	0.01
0.385	0.47	0.01
0.385	0.5	0.01
0.415	0.02	0.01
0.415	0.05	0.01
0.415	0.08	0.01
0.415	0.11	0.01
0.415	0.14	0.01
0.415	0.17	0.01
0.415	0.2	0.01
0.415	0.23	0.01
0.415	0.26	0.01
0.415	0.29	0.01
0.415	0.32	0.01
0.415	0.35	0.01
0.415	0.38	0.01
0.415	0.41	0.01
0.415	0.44	0.01
0.415	0.47	0.01
0.415	0.5	0.01
0.445	0.02	0.01
0.445	0.05	0.01
0.445	0.08	0.01
0.445	0.11	0.01
0.445	0.14	0.01
0.445	0.17	0.01
0.445	0.2	0.01
0.445	0.23	0.01
0.445	0.26	0.01
0.445	0.29	0.01
0.445	0.32	0.01
0.445	0.35	0.01
0.445	0.38	0.01
0.445	0.41	0.01
0.445	0.44	0.01
0.445	0.47	0.01
0.445	0.5	0.01
0.475	0.02	0.01
0.475	0.05	0.01
0.475	0.08	0.01
0.475	0.11	0.01
0.475	0.14	0.01
0.475	0.17	0.01
0.475	0.2	0.01
0.475	0.23	0.01
0.475	0.26	0.01
0.475	0.29	0.01
0.475	0.32	0.01
0.475	0.35	0.01
0.475	0.38	0.01
0.475	0.41	0.01
0.475	0.44	0.01
0.475	0.47	0.01
0.475	0.5	0.01
0.505	0.02	0.01
0.505	0.05	0.01
0.505	0.08	0.01
0.505	0.11	0.01
0.505	0.14	0.01
0.505	0.17	0.01
0.505	0.2	0.01
0.505	0.23	0.01
0.505	0.26	0.01
0.505	0.29	0.01
0.505	0.32	0.01
0.505	0.35	0.01
0.505	0.38	0.01
0.505	0.41	0.01
0.505	0.44	0.01
0.505	0.47	0.01
0.505	0.5	0.01
0.25	0.27	0.01
204
# a b m n err i ip iperr k r rhoa u valid 
