# X Y i
0.03 0.02 0.000007
0.03 0.05 0.000005
0.03 0.08 0.000003
0.03 0.11 0.000001
0.03 0.14 0.000000
0.03 0.17 0.000000
0.03 0.20 0.000000
0.03 0.23 0.000000
0.03 0.26 0.000002
0.03 0.29 0.000009
0.03 0.32 0.000041
0.03 0.35 0.000093
0.03 0.38 0.000285
0.03 0.41 0.000003
0.03 0.44 0.000488
0.03 0.47 0.000325
0.03 0.50 0.000467
0.06 0.02 0.000011
0.06 0.05 0.000011
0.06 0.08 0.000006
0.06 0.11 0.000002
0.06 0.14 0.000000
0.06 0.17 0.000000
0.06 0.20 0.000000
0.06 0.23 0.000000
0.06 0.26 0.000004
0.06 0.29 0.000012
0.06 0.32 0.000124
0.06 0.35 0.000373
0.06 0.38 0.000600
0.06 0.41 0.000697
0.06 0.44 0.000479
0.06 0.47 0.000490
0.06 0.50 0.000381
0.08 0.02 0.000020
0.08 0.05 0.000031
0.08 0.08 0.006594
0.08 0.11 0.000043
0.08 0.14 0.000003
0.08 0.17 0.000000
0.08 0.20 0.000000
0.08 0.23 0.000880
0.08 0.26 0.000048
0.08 0.29 0.007732
0.08 0.32 0.000825
0.08 0.35 0.000000
0.08 0.38 0.005265
0.08 0.41 0.000000
0.08 0.44 0.000960
0.08 0.47 0.000497
0.08 0.50 0.000279
0.11 0.02 0.000029
0.11 0.05 0.000060
0.11 0.08 0.000060
0.11 0.11 0.000004
0.11 0.14 0.000000
0.11 0.17 0.000000
0.11 0.20 0.000000
0.11 0.23 0.000005
0.11 0.26 0.000331
0.11 0.29 0.009291
0.11 0.32 0.009260
0.11 0.35 0.008147
0.11 0.38 0.007739
0.11 0.41 0.008575
0.11 0.44 0.000000
0.11 0.47 0.000423
0.11 0.50 0.000221
0.14 0.02 0.000023
0.14 0.05 0.000066
0.14 0.08 0.002643
0.14 0.11 0.000001
0.14 0.14 0.000000
0.14 0.17 0.055632
0.14 0.20 0.003472
0.14 0.23 0.081235
0.14 0.26 0.001622
0.14 0.29 0.021617
0.14 0.32 0.017653
0.14 0.35 0.046633
0.14 0.38 0.003025
0.14 0.41 0.002890
0.14 0.44 0.012347
0.14 0.47 0.000189
0.14 0.50 0.000108
0.17 0.02 0.000010
0.17 0.05 0.000036
0.17 0.08 0.000565
0.17 0.11 0.000025
0.17 0.14 0.000038
0.17 0.17 0.001548
0.17 0.20 0.030159
0.17 0.23 0.030317
0.17 0.26 0.000245
0.17 0.29 0.007384
0.17 0.32 0.020969
0.17 0.35 0.001604
0.17 0.38 0.040160
0.17 0.41 0.000076
0.17 0.44 0.000043
0.17 0.47 0.000053
0.17 0.50 0.000045
0.20 0.02 0.000002
0.20 0.05 0.000009
0.20 0.08 0.002242
0.20 0.11 0.000808
0.20 0.14 0.004959
0.20 0.17 0.001344
0.20 0.20 0.000067
0.20 0.23 0.000006
0.20 0.26 0.000000
0.20 0.29 0.000000
0.20 0.32 0.000000
0.20 0.35 0.000000
0.20 0.38 0.000001
0.20 0.41 0.000005
0.20 0.44 0.000015
0.20 0.47 0.000022
0.20 0.50 0.000020
0.23 0.02 0.000000
0.23 0.05 0.000001
0.23 0.08 0.002311
0.23 0.11 0.000174
0.23 0.14 0.000358
0.23 0.17 0.002714
0.23 0.20 0.000000
0.23 0.23 0.002585
0.23 0.26 0.000000
0.23 0.29 0.000000
0.23 0.32 0.000000
0.23 0.35 0.000000
0.23 0.38 0.000000
0.23 0.41 0.000000
0.23 0.44 0.001796
0.23 0.47 0.000009
0.23 0.50 0.000009
0.27 0.02 0.000000
0.27 0.05 0.000000
0.27 0.08 0.000001
0.27 0.11 0.000074
0.27 0.14 0.016403
0.27 0.17 0.009511
0.27 0.20 0.000000
0.27 0.23 0.000000
0.27 0.26 0.000000
0.27 0.29 0.000000
0.27 0.32 0.000000
0.27 0.35 0.000000
0.27 0.38 0.000000
0.27 0.41 0.000000
0.27 0.44 0.000009
0.27 0.47 0.000006
0.27 0.50 0.000004
0.30 0.02 0.000000
0.30 0.05 0.000000
0.30 0.08 0.000000
0.30 0.11 0.000004
0.30 0.14 0.000001
0.30 0.17 0.000000
0.30 0.20 0.000000
0.30 0.23 0.000000
0.30 0.26 0.000000
0.30 0.29 0.000000
0.30 0.32 0.000000
0.30 0.35 0.005745
0.30 0.38 0.000000
0.30 0.41 0.000000
0.30 0.44 0.000014
0.30 0.47 0.000002
0.30 0.50 0.000002
0.33 0.02 0.000000
0.33 0.05 0.000000
0.33 0.08 0.000000
0.33 0.11 0.036866
0.33 0.14 0.000000
0.33 0.17 0.000000
0.33 0.20 0.000000
0.33 0.23 0.000000
0.33 0.26 0.000000
0.33 0.29 0.000000
0.33 0.32 0.000000
0.33 0.35 0.000044
0.33 0.38 0.000005
0.33 0.41 0.000000
0.33 0.44 0.000000
0.33 0.47 0.000000
0.33 0.50 0.000001
0.35 0.02 0.000000
0.35 0.05 0.000000
0.35 0.08 0.000000
0.35 0.11 0.000000
0.35 0.14 0.000000
0.35 0.17 0.000000
0.35 0.20 0.139232
0.35 0.23 0.000000
0.35 0.26 0.000000
0.35 0.29 0.000000
0.35 0.32 0.000000
0.35 0.35 0.008479
0.35 0.38 0.016656
0.35 0.41 0.000000
0.35 0.44 0.000000
0.35 0.47 0.000000
0.35 0.50 0.000001
0.39 0.02 0.000000
0.39 0.05 0.000000
0.39 0.08 0.009180
0.39 0.11 0.000000
0.39 0.14 0.000000
0.39 0.17 0.000000
0.39 0.20 0.000000
0.39 0.23 0.000000
0.39 0.26 0.000000
0.39 0.29 0.138403
0.39 0.32 0.000213
0.39 0.35 0.066625
0.39 0.38 0.019935
0.39 0.41 0.000000
0.39 0.44 0.000621
0.39 0.47 0.000002
0.39 0.50 0.000001
0.42 0.02 0.000000
0.42 0.05 0.000000
0.42 0.08 0.000000
0.42 0.11 0.000000
0.42 0.14 0.000000
0.42 0.17 0.000000
0.42 0.20 0.000000
0.42 0.23 0.000000
0.42 0.26 0.000000
0.42 0.29 0.000175
0.42 0.32 0.015761
0.42 0.35 0.000968
0.42 0.38 0.003189
0.42 0.41 0.006351
0.42 0.44 0.000044
0.42 0.47 0.000004
0.42 0.50 0.000003
0.45 0.02 0.000000
0.45 0.05 0.000000
0.45 0.08 0.000000
0.45 0.11 0.000000
0.45 0.14 0.000000
0.45 0.17 0.000000
0.45 0.20 0.000000
0.45 0.23 0.020448
0.45 0.26 0.000000
0.45 0.29 0.007558
0.45 0.32 0.000019
0.45 0.35 0.000017
0.45 0.38 0.003247
0.45 0.41 0.000008
0.45 0.44 0.000000
0.45 0.47 0.000002
0.45 0.50 0.000003
0.47 0.02 0.000000
0.47 0.05 0.000000
0.47 0.08 0.000000
0.47 0.11 0.000000
0.47 0.14 0.000000
0.47 0.17 0.000000
0.47 0.20 0.000000
0.47 0.23 0.000000
0.47 0.26 0.000000
0.47 0.29 0.000000
0.47 0.32 0.000001
0.47 0.35 0.000003
0.47 0.38 0.000008
0.47 0.41 0.000004
0.47 0.44 0.000002
0.47 0.47 0.000002
0.47 0.50 0.000002
0.51 0.02 0.000000
0.51 0.05 0.000000
0.51 0.08 0.000000
0.51 0.11 0.000000
0.51 0.14 0.000000
0.51 0.17 0.000000
0.51 0.20 0.000000
0.51 0.23 0.000000
0.51 0.26 0.000000
0.51 0.29 0.000000
0.51 0.32 0.000000
0.51 0.35 0.000001
0.51 0.38 0.000002
0.51 0.41 0.000003
0.51 0.44 0.000002
0.51 0.47 0.000002
0.51 0.50 0.000002
